Address,Rent,Beds,Baths,Type,Area_in_sqft,Rent_per_sqft,Rent_category,Frequency,Furnishing,Purpose,Posted_date,Age_of_listing_in_days,Location,City,Latitude,Longitude
"The Address Residences Dubai Opera Tower 1, The Address Residences Dubai Opera, Downtown Dubai, Dubai",230000,1,2,Apartment,800,287.5,High,Yearly,Furnished,For Rent,2024-04-02,19,Downtown Dubai,Dubai,25.18668425,55.27470526460112
"5242 Tower 1, 5242 Towers, Dubai Marina, Dubai",310000,3,4,Apartment,1742,177.9563719862227,High,Yearly,Furnished,For Rent,2024-03-13,39,Dubai Marina,Dubai,25.0786415,55.1352524
"Cluster 3, The Sustainable City, Dubai",280000,3,4,Villa,3400,82.3529411764706,High,Yearly,Unfurnished,For Rent,2024-03-16,36,The Sustainable City,Dubai,25.02913955,55.27654899222725
"Maple 1, Maple, Dubai Hills Estate, Dubai",285000,4,4,Townhouse,2475,115.15151515151516,High,Yearly,Unfurnished,For Rent,2024-03-15,37,Dubai Hills Estate,Dubai,25.12689085,55.263874387067744
"Carson Tower B, Carson - The Drive, DAMAC Hills, Dubai",55000,0,1,Apartment,405,135.80246913580248,Low,Yearly,Furnished,For Rent,2024-03-15,37,DAMAC Hills,Dubai,25.0279508,55.2649127
"La Vista Residence 2, La Vista Residence, Dubai Silicon Oasis (DSO), Dubai",60000,1,2,Apartment,685,87.5912408759124,Low,Yearly,Unfurnished,For Rent,2024-04-02,19,Dubai Silicon Oasis (DSO),Dubai,25.118441,55.387147
"Binghatti Nova, JVC District 12, Jumeirah Village Circle (JVC), Dubai",70000,1,2,Apartment,631,110.9350237717908,Medium,Yearly,Unfurnished,For Rent,2024-03-20,32,Jumeirah Village Circle (JVC),Dubai,25.0559446,55.20746502861806
"Cluster C, The Clusters, Jumeirah Heights, Dubai",265000,3,5,Apartment,2532,104.6603475513428,High,Yearly,Furnished,For Rent,2024-03-31,21,Jumeirah Heights,Dubai,25.06553675,55.14557004705467
"Sunrise Bay, Emaar Beachfront, Dubai Harbour, Dubai",315000,2,2,Apartment,1381,228.0955829109341,High,Yearly,Furnished,For Rent,2024-03-20,32,Dubai Harbour,Dubai,25.0956188,55.13800090659106
"Carson Tower B, Carson - The Drive, DAMAC Hills, Dubai",39999,0,1,Apartment,407,98.27764127764128,Low,Yearly,Furnished,For Rent,2024-03-19,33,DAMAC Hills,Dubai,25.0279508,55.2649127
"Azizi Riviera 18, Azizi Riviera, Meydan One, Meydan City, Dubai",49000,0,1,Apartment,380,128.94736842105263,Low,Yearly,Furnished,For Rent,2024-03-19,33,Meydan City,Dubai,25.1541673,55.2906695
"The Address Residences Dubai Opera Tower 2, The Address Residences Dubai Opera, Downtown Dubai, Dubai",310000,2,3,Apartment,1227,252.64873675631625,High,Yearly,Furnished,For Rent,2024-03-18,34,Downtown Dubai,Dubai,25.18668425,55.27470526460112
"Reef Residence, JVC District 13, Jumeirah Village Circle (JVC), Dubai",122000,2,3,Apartment,1481,82.37677245104659,Medium,Yearly,Unfurnished,For Rent,2024-04-02,19,Jumeirah Village Circle (JVC),Dubai,25.0559446,55.20746502861806
"Urbana III, Urbana, Emaar South, Dubai South, Dubai",85000,2,2,Apartment,1214,70.0164744645799,Medium,Yearly,Unfurnished,For Rent,2024-04-02,19,Dubai South,Dubai,24.9144391,55.1615128
"Palace Residences, Dubai Creek Harbour, Dubai",125000,1,1,Apartment,700,178.57142857142858,Medium,Yearly,Furnished,For Rent,2024-03-22,30,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315
"Umm Al Sheif, Dubai",1100000,6,10,Villa,22690,48.47950639048039,High,Yearly,Unfurnished,For Rent,2024-03-16,36,Umm Al Sheif,Dubai,25.1319978,55.204668
"Sobha Creek Vistas Reserve Tower A, Sobha Creek Vistas Reserve, Sobha Hartland, Dubai",110000,2,1,Apartment,595,184.873949579832,Medium,Yearly,Furnished,For Rent,2024-03-20,32,Sobha Hartland,Dubai,25.177246,55.30791298414965
"The Ponderosa, The Villa, Dubai",550000,6,7,Villa,16347,33.645317183581085,High,Yearly,Unfurnished,For Rent,2024-03-06,46,The Villa,Dubai,25.0843891,55.3611964
"Joy, Arabian Ranches 3, Dubai",210000,4,4,Villa,2646,79.36507936507937,High,Yearly,Unfurnished,For Rent,2024-03-26,26,Arabian Ranches 3,Dubai,25.0651524,55.3227884007741
"Madina Tower, JLT Cluster O, Jumeirah Lake Towers (JLT), Dubai",110000,1,2,Apartment,1012,108.69565217391305,Medium,Yearly,Furnished,For Rent,2024-03-24,28,Jumeirah Lake Towers (JLT),Dubai,25.0690625,55.141165591907736
"Starz by Danube Tower 2, Starz by Danube, Al Furjan, Dubai",45000,0,1,Apartment,400,112.5,Low,Yearly,Furnished,For Rent,2024-03-19,33,Al Furjan,Dubai,25.0267099,55.1469903
"Address Harbour Point Tower 2, Address Harbour Point, Dubai Creek Harbour, Dubai",215000,2,2,Apartment,1103,194.9229374433364,High,Yearly,Furnished,For Rent,2024-03-18,34,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315
"Azizi Riviera 35, Azizi Riviera, Meydan One, Meydan City, Dubai",100000,2,2,Apartment,875,114.28571428571428,Medium,Yearly,Unfurnished,For Rent,2024-03-16,36,Meydan City,Dubai,25.1541673,55.2906695
"Forte 2, Forte, Downtown Dubai, Dubai",299000,3,3,Apartment,1533,195.04240052185256,High,Yearly,Furnished,For Rent,2024-02-22,59,Downtown Dubai,Dubai,25.18668425,55.27470526460112
"Marina Gate 2, Marina Gate, Dubai Marina, Dubai",260000,2,3,Apartment,1319,197.11902956785443,High,Yearly,Unfurnished,For Rent,2024-03-21,31,Dubai Marina,Dubai,25.0786415,55.1352524
"Murjan 1, Murjan, Jumeirah Beach Residence (JBR), Dubai",100000,1,2,Apartment,1106,90.41591320072332,Medium,Yearly,Furnished,For Rent,2024-03-14,38,Jumeirah Beach Residence (JBR),Dubai,25.0778021,55.13518094856796
"Urbana II, Urbana, Emaar South, Dubai South, Dubai",74999,2,2,Townhouse,1214,61.77841845140033,Medium,Yearly,Unfurnished,For Rent,2024-03-16,36,Dubai South,Dubai,24.9144391,55.1615128
"Suburbia Tower 1, Suburbia, Downtown Jebel Ali, Jebel Ali, Dubai",48000,1,1,Apartment,726,66.11570247933884,Low,Yearly,Unfurnished,For Rent,2024-04-04,17,Jebel Ali,Dubai,24.9775987,55.0910742
"Hacienda, The Villa, Dubai",650000,6,7,Villa,9177,70.82924703062002,High,Yearly,Unfurnished,For Rent,2024-03-22,30,The Villa,Dubai,25.0843891,55.3611964
"Damac Maison Prive Tower A, DAMAC Maison Prive, Business Bay, Dubai",87000,0,1,Apartment,431,201.8561484918793,Medium,Yearly,Furnished,For Rent,2024-03-20,32,Business Bay,Dubai,25.18942655,55.26481901527489
"Park Place Tower, Sheikh Zayed Road, Dubai",180000,2,2,Apartment,1900,94.73684210526316,High,Yearly,Furnished,For Rent,2024-03-19,33,Sheikh Zayed Road,Dubai,25.21762295,55.2782830925684
"Marina Vista Tower 1, Marina Vista, Emaar Beachfront, Dubai Harbour, Dubai",168000,1,1,Apartment,730,230.13698630136983,High,Yearly,Furnished,For Rent,2024-03-18,34,Dubai Harbour,Dubai,25.0956188,55.13800090659106
"Sydney Tower, JVC District 18, Jumeirah Village Circle (JVC), Dubai",80000,1,2,Apartment,712,112.35955056179776,Medium,Yearly,Furnished,For Rent,2024-03-27,25,Jumeirah Village Circle (JVC),Dubai,25.0559446,55.20746502861806
"Muna Karama Building, Al Karama, Dubai",39000,0,1,Apartment,226,172.56637168141592,Low,Yearly,Unfurnished,For Rent,2024-03-22,30,Al Karama,Dubai,25.2446784,55.30490344299247
"Hanover Square, JVC District 10, Jumeirah Village Circle (JVC), Dubai",72000,1,1,Apartment,673,106.98365527488856,Medium,Yearly,Furnished,For Rent,2024-03-19,33,Jumeirah Village Circle (JVC),Dubai,25.0559446,55.20746502861806
"Arabella 3, Arabella Townhouses, Mudon, Dubai",145000,3,4,Townhouse,1732,83.71824480369516,High,Yearly,Unfurnished,For Rent,2024-03-15,37,Mudon,Dubai,25.0204108,55.2679936
"Al Mashroom Building, Meydan Avenue, Meydan City, Dubai",160000,2,3,Apartment,2150,74.4186046511628,High,Yearly,Unfurnished,For Rent,2024-03-19,33,Meydan City,Dubai,25.1541673,55.2906695
"The Address Downtown Hotel (Lake Hotel), Downtown Dubai, Dubai",220000,1,2,Apartment,927,237.3247033441208,High,Yearly,Furnished,For Rent,2024-03-14,38,Downtown Dubai,Dubai,25.18668425,55.27470526460112
"Eden, The Valley, Dubai",130000,3,4,Townhouse,2066,62.92352371732817,Medium,Yearly,Unfurnished,For Rent,2024-03-23,29,The Valley,Dubai,25.015106,55.450381
"Splendour Villas, Al Safa 1, Al Safa, Dubai",699000,5,6,Villa,15000,46.6,High,Yearly,Unfurnished,For Rent,2024-03-19,33,Al Safa,Dubai,25.167737,55.231018
"Marwa Heights, JVC District 15, Jumeirah Village Circle (JVC), Dubai",89999,1,2,Apartment,866,103.92494226327943,Medium,Yearly,Furnished,For Rent,2024-03-29,23,Jumeirah Village Circle (JVC),Dubai,25.0559446,55.20746502861806
"Sidra 3, Sidra Villas, Dubai Hills Estate, Dubai",450000,3,4,Villa,3146,143.03877940241577,High,Yearly,Furnished,For Rent,2024-03-14,38,Dubai Hills Estate,Dubai,25.12689085,55.263874387067744
"MAG Eye Townhouses, MAG City, District 7, Mohammed Bin Rashid City, Dubai",310000,3,4,Villa,3099,100.0322684737012,High,Yearly,Unfurnished,For Rent,2024-04-02,19,Mohammed Bin Rashid City,Dubai,25.1640592,55.28566124091724
"Laya Heights, Dubai Studio City, Dubai",55000,0,1,Apartment,383,143.60313315926894,Low,Yearly,Furnished,For Rent,2024-03-18,34,Dubai Studio City,Dubai,25.0410289,55.2516876
"Binghatti Luna, JVC District 12, Jumeirah Village Circle (JVC), Dubai",78000,1,1,Apartment,911,85.62019758507135,Medium,Yearly,Unfurnished,For Rent,2024-03-18,34,Jumeirah Village Circle (JVC),Dubai,25.0559446,55.20746502861806
"Farhad Azizi Residence, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai",99999,1,2,Apartment,750,133.332,Medium,Yearly,Furnished,For Rent,2024-03-13,39,Al Jaddaf,Dubai,25.2075039,55.3224277
"Silverene Tower B, Silverene, Dubai Marina, Dubai",115000,1,2,Apartment,609,188.8341543513957,Medium,Yearly,Furnished,For Rent,2024-03-11,41,Dubai Marina,Dubai,25.0786415,55.1352524
"The Ponderosa, The Villa, Dubai",304999,4,6,Villa,6891,44.2604846901756,High,Yearly,Unfurnished,For Rent,2023-12-28,115,The Villa,Dubai,25.0843891,55.3611964
"Equiti Apartments, International City Phase 2 (Warsan 4), International City, Dubai",35000,0,1,Apartment,322,108.69565217391305,Low,Yearly,Unfurnished,For Rent,2024-04-02,19,International City,Dubai,25.1322737,55.39813984933585
"Silicon Gates 1, Silicon Gates, Dubai Silicon Oasis (DSO), Dubai",55000,1,2,Apartment,760,72.36842105263158,Low,Yearly,Unfurnished,For Rent,2024-03-15,37,Dubai Silicon Oasis (DSO),Dubai,25.118441,55.387147
"Sidra 1, Sidra Villas, Dubai Hills Estate, Dubai",440000,4,4,Villa,4875,90.25641025641026,High,Yearly,Unfurnished,For Rent,2024-03-14,38,Dubai Hills Estate,Dubai,25.12689085,55.263874387067744
"La Rosa 2, La Rosa, Villanova, Dubailand, Dubai",197000,4,4,Townhouse,2333,84.44063437633947,High,Yearly,Unfurnished,For Rent,2024-03-13,39,Dubailand,Dubai,25.05865715,55.245999207609245
"Damac Maison Prive Podium, DAMAC Maison Prive, Business Bay, Dubai",80000,0,1,Apartment,373,214.47721179624665,Medium,Yearly,Furnished,For Rent,2024-03-21,31,Business Bay,Dubai,25.18942655,55.26481901527489
"FIVE Palm Jumeirah, Palm Jumeirah, Dubai",375000,2,3,Apartment,1645,227.96352583586625,High,Yearly,Furnished,For Rent,2024-01-15,97,Palm Jumeirah,Dubai,25.1180879,55.1342009
"Upper Crest (Burjside Terrace), Downtown Dubai, Dubai",75000,0,1,Apartment,442,169.68325791855204,Medium,Yearly,Furnished,For Rent,2024-03-18,34,Downtown Dubai,Dubai,25.18668425,55.27470526460112
"Rimal 6, Rimal, Jumeirah Beach Residence (JBR), Dubai",195000,3,4,Apartment,1813,107.5565361279647,High,Yearly,Unfurnished,For Rent,2024-03-15,37,Jumeirah Beach Residence (JBR),Dubai,25.0778021,55.13518094856796
"Sky Gardens DIFC, DIFC, Dubai",130000,1,2,Apartment,850,152.94117647058823,Medium,Yearly,Unfurnished,For Rent,2024-03-14,38,DIFC,Dubai,25.21282585,55.277634848521615
"District 9, Jumeirah Park, Dubai",375000,4,5,Villa,4893,76.64009809932557,High,Yearly,Unfurnished,For Rent,2024-03-12,40,Jumeirah Park,Dubai,25.0469412,55.15481775751905
"Marina Tower, Dubai Marina, Dubai",230000,3,5,Apartment,1853,124.123043712898,High,Yearly,Furnished,For Rent,2024-03-14,38,Dubai Marina,Dubai,25.0786415,55.1352524
"Palace Residences, Dubai Creek Harbour, Dubai",135000,1,1,Apartment,700,192.8571428571429,Medium,Yearly,Furnished,For Rent,2024-03-18,34,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315
"Socio Tower B, Socio, Dubai Hills Estate, Dubai",96000,1,1,Apartment,472,203.38983050847452,Medium,Yearly,Unfurnished,For Rent,2024-03-16,36,Dubai Hills Estate,Dubai,25.12689085,55.263874387067744
"Oud Metha, Bur Dubai, Dubai",80000,2,2,Apartment,1109,72.1370604147881,Medium,Yearly,Unfurnished,For Rent,2024-03-18,34,Bur Dubai,Dubai,25.23559045,55.29672026315799
"Collective Tower 1, Collective, Dubai Hills Estate, Dubai",98000,1,1,Apartment,476,205.8823529411765,Medium,Yearly,Furnished,For Rent,2024-04-05,16,Dubai Hills Estate,Dubai,25.12689085,55.263874387067744
"Jumeirah Luxury, Jumeirah Golf Estates, Dubai",430000,4,5,Townhouse,2820,152.4822695035461,High,Yearly,Unfurnished,For Rent,2024-03-29,23,Jumeirah Golf Estates,Dubai,25.0203281,55.20083862592119
"Eleganz by Danube, JVC District 14, Jumeirah Village Circle (JVC), Dubai",109999,1,2,Apartment,872,126.14564220183486,Medium,Yearly,Furnished,For Rent,2024-03-18,34,Jumeirah Village Circle (JVC),Dubai,25.0559446,55.20746502861806
"Time 1 Building, Dubai Residence Complex, Dubai",105000,3,4,Apartment,1606,65.37982565379825,Medium,Yearly,Unfurnished,For Rent,2024-04-05,16,Dubai Residence Complex,Dubai,25.0930937,55.38032579883814
"Cherrywoods, Dubailand, Dubai",190000,3,3,Townhouse,1938,98.03921568627452,High,Yearly,Unfurnished,For Rent,2024-03-18,34,Dubailand,Dubai,25.05865715,55.245999207609245
"Azizi Riviera 25, Azizi Riviera, Meydan One, Meydan City, Dubai",44999,0,1,Apartment,420,107.1404761904762,Low,Yearly,Unfurnished,For Rent,2024-03-19,33,Meydan City,Dubai,25.1541673,55.2906695
"Creek Gate Tower 1, Creek Gate, Dubai Creek Harbour, Dubai",119999,1,1,Apartment,720,166.6652777777778,Medium,Yearly,Furnished,For Rent,2024-03-20,32,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315
"Jumeirah Living Marina Gate, Marina Gate, Dubai Marina, Dubai",330000,2,3,Apartment,1424,231.74157303370785,High,Yearly,Furnished,For Rent,2024-03-19,33,Dubai Marina,Dubai,25.0786415,55.1352524
"Beach Vista, Emaar Beachfront, Dubai Harbour, Dubai",275000,2,2,Apartment,1164,236.25429553264604,High,Yearly,Unfurnished,For Rent,2024-03-14,38,Dubai Harbour,Dubai,25.0956188,55.13800090659106
"KOA Canvas, Living Legends, Dubai",119888,1,2,Apartment,1114,107.6193895870736,Medium,Yearly,Unfurnished,For Rent,2024-03-26,26,Living Legends,Dubai,25.0850789,55.2981217
"Al Sultana, Shoreline Apartments, Palm Jumeirah, Dubai",210000,2,2,Apartment,1583,132.6595072646873,High,Yearly,Unfurnished,For Rent,2024-03-14,38,Palm Jumeirah,Dubai,25.1180879,55.1342009
"Legacy, Jumeirah Park, Dubai",340000,3,3,Villa,3527,96.39920612418486,High,Yearly,Unfurnished,For Rent,2024-03-14,38,Jumeirah Park,Dubai,25.0469412,55.15481775751905
"Senses at the Fields, The Fields, District 11, Mohammed Bin Rashid City, Dubai",200000,4,5,Townhouse,2015,99.25558312655087,High,Yearly,Unfurnished,For Rent,2024-03-22,30,Mohammed Bin Rashid City,Dubai,25.1640592,55.28566124091724
"Azizi Berton, Al Furjan, Dubai",64999,1,2,Apartment,663,98.03770739064856,Low,Yearly,Furnished,For Rent,2024-03-29,23,Al Furjan,Dubai,25.0267099,55.1469903
"Aykon City Tower C, Aykon City, Business Bay, Dubai",139999,2,2,Apartment,805,173.91180124223604,Medium,Yearly,Unfurnished,For Rent,2024-03-19,33,Business Bay,Dubai,25.18942655,55.26481901527489
"Executive Tower B (East Heights 4), Executive Towers, Business Bay, Dubai",100000,1,2,Apartment,1363,73.36757153338225,Medium,Yearly,Unfurnished,For Rent,2024-03-19,33,Business Bay,Dubai,25.18942655,55.26481901527489
"Marina Diamond 5, Marina Diamonds, Dubai Marina, Dubai",105000,2,2,Apartment,1084,96.86346863468634,Medium,Yearly,Furnished,For Rent,2024-03-14,38,Dubai Marina,Dubai,25.0786415,55.1352524
"Seven Palm, Palm Jumeirah, Dubai",150000,1,2,Apartment,712,210.6741573033708,High,Yearly,Furnished,For Rent,2024-03-12,40,Palm Jumeirah,Dubai,25.1180879,55.1342009
"Azizi Riviera 18, Azizi Riviera, Meydan One, Meydan City, Dubai",45000,0,1,Apartment,456,98.6842105263158,Low,Yearly,Unfurnished,For Rent,2024-03-19,33,Meydan City,Dubai,25.1541673,55.2906695
"Al Ketbi 1 Building, Nad Al Hamar, Dubai",69000,2,3,Apartment,1175,58.723404255319146,Medium,Yearly,Unfurnished,For Rent,2024-03-15,37,Nad Al Hamar,Dubai,25.2343386,55.377866
"Harbour Gate Tower 1, Harbour Gate, Dubai Creek Harbour, Dubai",205000,3,4,Apartment,1639,125.07626601586333,High,Yearly,Unfurnished,For Rent,2024-03-14,38,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315
"Bay Square 9, Bay Square, Business Bay, Dubai",79000,0,1,Apartment,660,119.6969696969697,Medium,Yearly,Unfurnished,For Rent,2024-03-14,38,Business Bay,Dubai,25.18942655,55.26481901527489
"Al Barsha 2, Al Barsha, Dubai",500000,5,6,Villa,15000,33.333333333333336,High,Yearly,Unfurnished,For Rent,2024-03-13,39,Al Barsha,Dubai,25.096326,55.1984022
"Rockwood, The Park Villas, DAMAC Hills, Dubai",215000,3,5,Villa,2723,78.95703268453912,High,Yearly,Unfurnished,For Rent,2024-03-12,40,DAMAC Hills,Dubai,25.0279508,55.2649127
"Palm Views East, Palm Views, Palm Jumeirah, Dubai",90000,0,1,Apartment,503,178.92644135188866,Medium,Yearly,Furnished,For Rent,2024-03-11,41,Palm Jumeirah,Dubai,25.1180879,55.1342009
"MAG 318, Business Bay, Dubai",130000,1,2,Apartment,889,146.23172103487065,Medium,Yearly,Furnished,For Rent,2024-03-16,36,Business Bay,Dubai,25.18942655,55.26481901527489
"Al Mashroom Building, Meydan Avenue, Meydan City, Dubai",97000,1,2,Apartment,1300,74.61538461538461,Medium,Yearly,Unfurnished,For Rent,2024-03-26,26,Meydan City,Dubai,25.1541673,55.2906695
"Damac Maison Prive Tower A, DAMAC Maison Prive, Business Bay, Dubai",120000,1,2,Apartment,895,134.0782122905028,Medium,Yearly,Furnished,For Rent,2024-03-19,33,Business Bay,Dubai,25.18942655,55.26481901527489
"Azizi Riviera 23, Azizi Riviera, Meydan One, Meydan City, Dubai",50000,0,1,Apartment,476,105.04201680672269,Low,Yearly,Unfurnished,For Rent,2024-03-15,37,Meydan City,Dubai,25.1541673,55.2906695
"La Vie, Jumeirah Beach Residence (JBR), Dubai",1990000,5,6,Apartment,4438,448.400180261379,High,Yearly,Furnished,For Rent,2024-03-15,37,Jumeirah Beach Residence (JBR),Dubai,25.0778021,55.13518094856796
"The Aldea, The Villa, Dubai",360000,5,5,Villa,6137,58.66058334691217,High,Yearly,Unfurnished,For Rent,2024-03-13,39,The Villa,Dubai,25.0843891,55.3611964
"Ivory Grand Hotel Apartments, Al Barsha 1, Al Barsha, Dubai",110000,2,2,Apartment,1259,87.37092930897538,Medium,Yearly,Furnished,For Rent,2024-03-18,34,Al Barsha,Dubai,25.096326,55.1984022
"Marina Residence A, Marina Residence, Dubai Marina, Dubai",180000,3,4,Apartment,1815,99.17355371900828,High,Yearly,Unfurnished,For Rent,2024-03-12,40,Dubai Marina,Dubai,25.0786415,55.1352524
"Giovanni Boutique Suites, Dubai Sports City, Dubai",45000,0,1,Apartment,454,99.11894273127751,Low,Yearly,Furnished,For Rent,2024-03-29,23,Dubai Sports City,Dubai,25.0321379,55.219353
"Binghatti Heights, JVC District 10, Jumeirah Village Circle (JVC), Dubai",115000,2,2,Apartment,1171,98.2066609735269,Medium,Yearly,Unfurnished,For Rent,2024-03-15,37,Jumeirah Village Circle (JVC),Dubai,25.0559446,55.20746502861806
"Silicon Gates 1, Silicon Gates, Dubai Silicon Oasis (DSO), Dubai",43000,0,1,Apartment,430,100.0,Low,Yearly,Furnished,For Rent,2024-03-12,40,Dubai Silicon Oasis (DSO),Dubai,25.118441,55.387147
"Creekside 18 Tower B, Creekside 18, Dubai Creek Harbour, Dubai",149998,2,2,Apartment,1129,132.859167404783,High,Yearly,Unfurnished,For Rent,2024-03-13,39,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315
"Skycourts Tower D, Skycourts Towers, Dubai Residence Complex, Dubai",75000,2,2,Apartment,1259,59.57108816521048,Medium,Yearly,Furnished,For Rent,2024-03-12,40,Dubai Residence Complex,Dubai,25.0930937,55.38032579883814
"The Springs 4, The Springs, Dubai",160000,2,3,Villa,1857,86.16047388260635,High,Yearly,Unfurnished,For Rent,2024-03-21,31,The Springs,Dubai,25.05995825,55.18239787686163
"Silicon Gates 1, Silicon Gates, Dubai Silicon Oasis (DSO), Dubai",55000,1,2,Apartment,871,63.14580941446613,Low,Yearly,Unfurnished,For Rent,2024-03-18,34,Dubai Silicon Oasis (DSO),Dubai,25.118441,55.387147
"Wilton Terraces 1, Sobha Hartland, Dubai",144950,2,3,Apartment,1238,117.08400646203556,High,Yearly,Unfurnished,For Rent,2024-03-12,40,Sobha Hartland,Dubai,25.177246,55.30791298414965
"Marina Diamond 1, Marina Diamonds, Dubai Marina, Dubai",75000,1,1,Apartment,719,104.3115438108484,Medium,Yearly,Unfurnished,For Rent,2024-03-11,41,Dubai Marina,Dubai,25.0786415,55.1352524
"The Cove Building 2, The Cove, Dubai Creek Harbour, Dubai",105000,1,1,Apartment,796,131.90954773869348,Medium,Yearly,Unfurnished,For Rent,2024-04-01,20,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315
"Maple 2, Maple, Dubai Hills Estate, Dubai",250000,3,4,Townhouse,2069,120.8313194780087,High,Yearly,Unfurnished,For Rent,2024-03-14,38,Dubai Hills Estate,Dubai,25.12689085,55.263874387067744
"MAG City, District 7, Mohammed Bin Rashid City, Dubai",100000,1,2,Apartment,760,131.57894736842104,Medium,Yearly,Unfurnished,For Rent,2024-03-13,39,Mohammed Bin Rashid City,Dubai,25.1640592,55.28566124091724
"Al Warqaa 1, Al Warqaa, Dubai",52500,1,2,Apartment,838,62.64916467780429,Low,Yearly,Unfurnished,For Rent,2024-04-01,20,Al Warqaa,Dubai,25.1871198,55.43736387153433
"Milano by Giovanni Boutique Suites, JVC District 17, Jumeirah Village Circle (JVC), Dubai",60000,0,1,Apartment,397,151.13350125944584,Low,Yearly,Furnished,For Rent,2024-03-16,36,Jumeirah Village Circle (JVC),Dubai,25.0559446,55.20746502861806
"Tower 2, Dubai Wharf, Culture Village, Dubai",62500,0,1,Apartment,671,93.14456035767512,Low,Yearly,Unfurnished,For Rent,2024-03-15,37,Culture Village,Dubai,25.22633235,55.33809781043797
"Al Anbara, Shoreline Apartments, Palm Jumeirah, Dubai",280000,3,2,Apartment,2181,128.38147638697845,High,Yearly,Furnished,For Rent,2024-03-12,40,Palm Jumeirah,Dubai,25.1180879,55.1342009
"Al Nahda 1, Al Nahda (Dubai), Dubai",45000,0,1,Apartment,500,90.0,Low,Yearly,Unfurnished,For Rent,2024-03-12,40,Al Nahda (Dubai),Dubai,25.2913041,55.3744578
"La Rosa 2, La Rosa, Villanova, Dubailand, Dubai",230000,4,4,Villa,2973,77.36293306424487,High,Yearly,Unfurnished,For Rent,2024-03-14,38,Dubailand,Dubai,25.05865715,55.245999207609245
"Beach Vista 2, Beach Vista, Emaar Beachfront, Dubai Harbour, Dubai",310000,2,3,Apartment,1143,271.21609798775154,High,Yearly,Furnished,For Rent,2024-03-13,39,Dubai Harbour,Dubai,25.0956188,55.13800090659106
"Harmony 1, Harmony, Tilal Al Ghaf, Dubai",420000,4,4,Villa,3740,112.29946524064172,High,Yearly,Unfurnished,For Rent,2024-03-12,40,Tilal Al Ghaf,Dubai,25.02426745,55.22382996438196
"Laya Mansion, JVC District 15, Jumeirah Village Circle (JVC), Dubai",46000,0,1,Apartment,450,102.22222222222224,Low,Yearly,Furnished,For Rent,2024-03-11,41,Jumeirah Village Circle (JVC),Dubai,25.0559446,55.20746502861806
"Autumn 1 Block B, Autumn, Seasons Community, JVC District 15, Jumeirah Village Circle (JVC), Dubai",50000,1,2,Apartment,606,82.50825082508251,Low,Yearly,Unfurnished,For Rent,2024-04-06,15,Jumeirah Village Circle (JVC),Dubai,25.0559446,55.20746502861806
"Al Raffa, Bur Dubai, Dubai",67500,1,2,Apartment,710,95.07042253521126,Medium,Yearly,Unfurnished,For Rent,2024-03-17,35,Bur Dubai,Dubai,25.23559045,55.29672026315799
"The Address Fountain Views 1, Address Dubai Mall, Downtown Dubai, Dubai",385000,2,3,Apartment,1494,257.69745649263723,High,Yearly,Furnished,For Rent,2024-03-13,39,Downtown Dubai,Dubai,25.18668425,55.27470526460112
"Attessa, Marina Promenade, Dubai Marina, Dubai",155000,1,1,Apartment,1031,150.33947623666344,High,Yearly,Furnished,For Rent,2024-03-15,37,Dubai Marina,Dubai,25.0786415,55.1352524
"Barton House 1, Barton House, Uptown Motor City, Motor City, Dubai",53000,0,1,Apartment,615,86.17886178861788,Low,Yearly,Unfurnished,For Rent,2024-03-15,37,Motor City,Dubai,25.0476902,55.23820948643042
"Escan Marina Tower, Dubai Marina, Dubai",130000,2,2,Apartment,1186,109.61214165261384,Medium,Yearly,Furnished,For Rent,2024-03-14,38,Dubai Marina,Dubai,25.0786415,55.1352524
"Sobha Creek Vistas Reserve Tower A, Sobha Creek Vistas Reserve, Sobha Hartland, Dubai",85000,1,1,Apartment,491,173.11608961303463,Medium,Yearly,Furnished,For Rent,2024-03-13,39,Sobha Hartland,Dubai,25.177246,55.30791298414965
"Azizi Riviera 17, Azizi Riviera, Meydan One, Meydan City, Dubai",94999,1,1,Apartment,829,114.59469240048251,Medium,Yearly,Unfurnished,For Rent,2024-03-13,39,Meydan City,Dubai,25.1541673,55.2906695
"Ahad Residences, Business Bay, Dubai",130000,1,2,Apartment,781,166.45326504481434,Medium,Yearly,Furnished,For Rent,2024-03-11,41,Business Bay,Dubai,25.18942655,55.26481901527489
"South Ridge 3, South Ridge, Downtown Dubai, Dubai",119000,1,2,Apartment,1025,116.09756097560977,Medium,Yearly,Furnished,For Rent,2024-03-07,45,Downtown Dubai,Dubai,25.18668425,55.27470526460112
"Al Shahla, Shoreline Apartments, Palm Jumeirah, Dubai",210000,2,2,Apartment,1550,135.48387096774192,High,Yearly,Unfurnished,For Rent,2024-03-14,38,Palm Jumeirah,Dubai,25.1180879,55.1342009
